Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
Gerard Community Council,"",gerard_community_council,SA SA_council,,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Kangaroo Island Council,"",kangaroo_island_council,SA SA_council,http://www.kangarooisland.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Kingston District Council,"",kingston_district_council,SA SA_council,http://www.kingstondc.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Light Regional Council,"",light_regional_council,SA SA_council,http://www.light.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Maralinga Tjarutja Community Inc,"",maralinga_tjarutja_community_inc,SA SA_council,http://www.bigpond.net.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Mid Murray Council,"",mid_murray_council,SA SA_council,http://www.mid-murray.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Mount Barker District Council,"",mount_barker_district_council,SA SA_council,http://www.dcmtbarker.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Municipal Council of Roxby Downs,"",municipal_council_of_roxby_downs,SA SA_council,http://www.roxbycouncil.com,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Naracoorte Lucindale Council,"",naracoorte_lucindale_council,SA SA_council,http://www.naracoortelucindale.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Nepabunna Community Council,"",nepabunna_community_council,SA SA_council,http://www.bigpond.com,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Northern Areas Council,"",northern_areas_council,SA SA_council,http://www.nacouncil.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Port Augusta City Council,"",port_augusta_city_council,SA SA_council,http://www.portaugusta.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Port Pirie Regional Council,"",port_pirie_regional_council,SA SA_council,http://www.pirie.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Regional Council of Goyder,"",regional_council_of_goyder,SA SA_council,http://www.goyder.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Renmark Paringa Council,"",renmark_paringa_council,SA SA_council,http://www.renmarkparinga.sa.gov.au,"","","",2016-09-12 17:18:34 +1000,2016-09-13 04:56:29 +1000,1
Rural City of Murray Bridge,"",rural_city_of_murray_bridge,SA SA_council,http://www.murraybridge.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Southern Mallee District Council,"",southern_mallee_district_council,SA SA_council,http://www.southernmallee.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Tatiara District Council,"",tatiara_district_council,SA SA_council,http://www.tatiara.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
The Barossa Council,"",the_barossa_council,SA SA_council,http://www.barossa.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Town of Gawler,"",town_of_gawler,SA SA_council,http://www.gawler.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Town of Walkerville,"",town_of_walkerville,SA SA_council,http://www.walkerville.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Wakefield Regional Council,"",wakefield_regional_council,SA SA_council,http://www.wakefieldrc.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Wattle Range Council,"",wattle_range_council,SA SA_council,http://www.wattlerange.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Wudinna District Council,"",wudinna_district_council,SA SA_council,http://www.wudinna.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Yalata Community,"",yalata_community,SA SA_council,,"","","",2016-09-12 17:18:35 +1000,2016-09-13 04:56:30 +1000,1
Yorke Peninsula Council,"",yorke_peninsula_council,SA SA_council,http://www.yorke.sa.gov.au,"","","",2016-09-12 17:18:35 +1000,2017-03-30 16:05:00 +1100,1
Break O'Day Council,"",break_oday_council,TAS TAS_council,http://www.bodc.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Brighton Council,"",brighton_council,TAS TAS_council,http://www.brighton.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Burnie City Council,"",burnie_city_council,TAS TAS_council,http://www.burnie.net/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Central Coast Council (Tasmania),"",central_coast_council_tasmania,TAS_council TAS,http://www.centralcoast.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-11-19 11:49:16 +1100,2
Central Highlands Council,"",central_highlands_council,TAS_council TAS,http://www.centralhighlands.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,2
Circular Head Council,"",circular_head_council,TAS TAS_council,http://www.circularhead.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Clarence City Council,"",clarence_city_council,TAS TAS_council,http://www.ccc.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Derwent Valley Council,"",derwent_valley_council,TAS TAS_council,http://www.derwentvalley.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Devonport City Council,"",devonport_city_council,TAS TAS_council,http://devonport.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Dorset Council,"",dorset_council,TAS TAS_council,http://www.dorset.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Flinders Council (Tasmania),"",flinders_council_tasmania,TAS TAS_council,http://www.flinders.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
George Town Council,"",george_town_council,TAS TAS_council,http://www.georgetown.tas.gov.au/,"","","",2016-09-15 15:42:32 +1000,2016-09-16 04:56:28 +1000,1
Glamorgan-Spring Bay Council,"",glamorgan_spring_bay_council,TAS TAS_council,http://www.gsbc.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:28 +1000,1
Glenorchy City Council,"",glenorchy_city_council,TAS TAS_council,http://gcc.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:28 +1000,1
Hobart City Council,"",hobart_city_council,TAS TAS_council,http://www.hobartcity.com.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:28 +1000,1
Huon Valley Council,"",huon_valley_council,TAS TAS_council,http://www.huonvalley.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:28 +1000,1
Kentish Council,"",kentish_council,TAS TAS_council,http://www.kentish.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:28 +1000,1
King Island Council,"",king_island_council,TAS TAS_council,http://www.kingisland.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:28 +1000,1
Kingborough Council,"",kingborough_council,TAS TAS_council,http://www.kingborough.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:28 +1000,1
Latrobe Council (Tasmania),"",latrobe_council_tasmania,TAS TAS_council,http://www.latrobe.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:28 +1000,1
Launceston City Council,"",launceston_city_council,TAS TAS_council,http://www.launceston.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:29 +1000,1
Meander Valley Council,"",meander_valley_council,TAS TAS_council,http://www.meander.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:29 +1000,1
Northern Midlands Council,"",northern_midlands_council,TAS TAS_council,http://www.northernmidlands.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-30 08:28:29 +1000,1
Sorell Council,"",sorell_council,TAS TAS_council,http://www.sorell.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:29 +1000,1
Southern Midlands Council,"",southern_midlands_council,TAS TAS_council,http://www.southernmidlands.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:29 +1000,1
Tasman Council,"",tasman_council,TAS TAS_council,http://www.tasman.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:29 +1000,1
Waratah-Wynyard Council,"",waratah_wynyard_council,TAS TAS_council,http://www.warwyn.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:29 +1000,1
West Coast Council,"",west_coast_council,TAS TAS_council,http://www.westcoast.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:29 +1000,1
West Tamar Council,"",west_tamar_council,TAS TAS_council,http://www.wtc.tas.gov.au/,"","","",2016-09-15 15:42:33 +1000,2016-09-16 04:56:29 +1000,1
26TEN,"",26ten,TAS_state TAS police,https://26ten.tas.gov.au/,"","",26TEN is a network of organisations and individuals working together to improve adult literacy and numeracy in Tasmania.,2016-09-15 15:45:23 +1000,2017-08-30 12:59:26 +1000,1
Aboriginal Heritage Tasmania,"",aboriginal_heritage_tasmania,TAS_state TAS police,http://www.aboriginalheritage.tas.gov.au/,"","","Aboriginal Heritage Tasmania is responsible for the administration of the Aboriginal Relics Act 1975 and provides Aboriginal heritage management advice to both the public and private sectors of industry. It aims to protect, conserve and promote Tasmania’s unique Aboriginal heritage for the benefit of present and future generations of Tasmanians by providing administrative services under the Aboriginal Relics Act 1975, maintaining the Aboriginal Heritage Register, working with the Tasmanian Aboriginal community on community led projects, undertaking research and interpretative activities, and improving respect and understanding for Aboriginal culture through education.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Adult Education Tasmania,"",adult_education_tasmania,TAS_state TAS police,https://adulteducation.linc.tas.gov.au/,"","","",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
AgriGrowth Tasmania,"",agrigrowth_tasmania,TAS TAS_state,http://dpipwe.tas.gov.au/agriculture/agrigrowth-tasmania,"","","",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Allport Library and Museum of Fine Arts,"",allport_library_and_museum_of_fine_arts,TAS TAS_state,https://www.linc.tas.gov.au/allport,"","","",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Ambulance Tasmania,"",ambulance_tasmania,TAS TAS_state,http://www.ambulance.tas.gov.au/,"","","Ambulance Tasmania provides integrated pre-hospital emergency and medical services, health transport, aero-medical and medical retrieval services to the Tasmanian community. It provides these services through a system of paramedics, doctors, patient transport officers, volunteer officers and the support and partnership of independent services. Ambulance Tasmania establishes new paramedic services, such as air and land-based services; managing ambulance workforce; and asset planning, including fleet, information technology, communications and facilities to respond to the community's medical and transport needs.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Antarctic Tasmania,"",antarctic_tasmania,TAS TAS_state,http://www.stategrowth.tas.gov.au/antarctic/home,"","","",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Anti-Discrimination Tribunal,"",anti_discrimination_tribunal,TAS TAS_state,http://www.justice.tas.gov.au/tribunals/tribunal_sites/Anti-Discrimination_Tribunal,"","",The Anti-Discrimination Tribunal is established by the Tasmanian Anti-Discrimination Act 1998 and its main purpose is to conduct Inquiries concerning complaints about conduct prohibited by the Act. Equal Opportunity Tasmania is responsible for investigation of complaints. The Anti-Discrimination Commissioner may refer the complaint to the Tribunal after it has been investigated and if it cannot be resolved by conciliation.,2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Arts Tasmania,"",arts_tasmania,TAS TAS_state,http://www.arts.tas.gov.au/,"","","",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Aurora Energy Pty Ltd,"",aurora_energy_pty_ltd,TAS TAS_state,http://www.auroraenergy.com.au,"","",Aurora Energy Pty Ltd is an electricity distributor that retails both electricity and gas in Victoria and Tasmania.It also undertakes complementary activities in telecommunications and energy-related technologies.,2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Biosecurity Tasmania,"",biosecurity_tasmania,TAS TAS_state,http://dpipwe.tas.gov.au/biosecurity,"","","Biosecurity Tasmania is involved across the invasive species quarantine and biosecurity spectrum from pre-border to post-border, policy and legislation, risk assessment, research, diagnostics and response. It’s divisions include the Veterinary Board of Tasmania.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Business Tasmania,"",business_tasmania,TAS TAS_state,http://www.business.tas.gov.au/,"","","",2016-09-15 15:45:23 +1000,2016-09-16 04:56:29 +1000,1
Community Corrections Tasmania,"",community_corrections_tasmania,TAS TAS_state,http://www.justice.tas.gov.au/communitycorrections,"","","Community Corrections Tasmania supervises offenders on Probation Orders, Parole Orders, Drug Treatment Orders and Community Service Orders. It is also responsible for preparing Pre-Parole Reports for the Parole Board and Pre-Sentence Reports and Community Service Order suitability reports for the courts. It’s stated mission is to work with offenders on community based orders to reduce re-offending and contribute to a safer Tasmania.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Corrective Services Tasmania,"",corrective_services_tasmania,TAS TAS_state,http://www.justice.tas.gov.au/correctiveservices,"","","",2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Energy Ombudsman of Tasmania,"",energy_ombudsman_of_tasmania,TAS TAS_state,http://www.energyombudsman.tas.gov.au/,"","","The Energy Ombudsman of Tasmania provides a free, fair and independent dispute-resolution service for electricity and natural gas consumers who have been unable to resolve a complaint with their energy retailer or distributor.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Events Tasmania,"",events_tasmania,TAS TAS_state,http://www.eventstasmania.com/home,"","","",2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Forensic Science Service Tasmania,"",forensic_science_service_tasmania,TAS TAS_state,http://www.police.tas.gov.au/useful-links/forensic-science-service-tasmania-fsst/,"","","FSST provides a comprehensive range of forensic biology and forensic chemistry services in Tasmania. Its clients include police officers investigating crime, medical practitioners treating victims of sexual assault, forensic pathologists conducting post-mortems, coroners investigating the cause of death and identifying deceased persons, prosecutors in the Office of the Director of Public Prosecutions, fire and insurance investigators, and lawyers and barristers defending clients. Forensic scientists give expert opinion evidence in the Supreme Court of Tasmania (during criminal trials before a jury), the Magistrates Court of Tasmania, the Coroners Court and occasionally interstate. FSST is impartial and is operationally independent of Tasmania Police.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Forest Practices Authority,"",forest_practices_authority,TAS TAS_state,http://www.fpa.tas.gov.au/,"","",The Forest Practices Authority is an independent statutory body that administers the Tasmanian forest practices system on both public and private land. Its primary responsibility is regulating the management of forest and threatened non-forest vegetation.,2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Forestry Tasmania,"",forestry_tasmania,TAS TAS_state,http://www.forestrytas.com.au/,"","","Forestry Tasmania is a Tasmanian Government Business Enterprise responsible under State legislation for sustainably managing approximately 800,000 hectares of public production forest (Permanent Timber Production Zone land) and undertaking forest operations for the production and sale of forest products from these forests.",2016-09-15 15:45:23 +1000,2017-03-16 04:56:34 +1100,1
Heritage Tasmania,"",heritage_tasmania,TAS TAS_state,http://heritage.tas.gov.au/,"","","The Tasmanian Heritage Council and Heritage Tasmania in the Department of Primary Industries, Parks, Water and Environment, work with the community to identify and protect significant historic heritage places through listings on the Tasmanian Heritage Register. It gives free advice to owners, site managers and developers, and maintains the Tasmanian Heritage Register.",2016-09-15 15:45:23 +1000,2017-09-07 04:56:49 +1000,1
Housing Tasmania,"",housing_tasmania,TAS TAS_state,http://www.dhhs.tas.gov.au/housing/home,"","","Housing Tasmania connects Tasmanians on low incomes and in crisis, with long-term stable housing and support. Aboriginal Housing Services Tasmania is also managed by Housing Tasmania.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Hydro Tasmania,"",hydro_tasmania,TAS TAS_state,http://www.hydro.com.au,"","",A Government Business Enterprise,2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Land Tasmania,"",land_tasmania,TAS TAS_state,http://dpipwe.tas.gov.au/land-tasmania,"","","Land Tasmania provides authoritative location-based information and services to the Tasmanian community, including: Land Titles, the Nomenclature Board, Government Property Valuation (Office of the Valuer-General), Mapping, Survey (including Office of the Surveyor General) and Spatial Information.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Launceston Travel and Information Centre,"",launceston_travel_and_information_centre,TAS TAS_state,http://www.destinationlaunceston.com.au/,"","","The Launceston Travel and Information Centre is one of Tasmania's largest Visitor Centres in Tasmania and is located in the heart of the city, providing state-wide travel information and bookings for accommodation, tours, attractions, transport, car hire and event ticketing.",2016-09-15 15:45:23 +1000,2016-09-16 04:56:30 +1000,1
Legal Profession Board of Tasmania,"",legal_profession_board_of_tasmania,TAS TAS_state,http://www.lpbt.com.au/,"","",The Legal Profession Board of Tasmania is the sole body responsible for receiving and investigating complaints about the conduct of lawyers in Tasmania. The Board is an independent statutory body and consists of six Board Members appointed by the Governor of Tasmania.,2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,1
LINC Tasmania,"",linc_tasmania,TAS_state TAS,https://www.linc.tas.gov.au/,"","","<p>The State Library of Tasmania, the Archives Office of Tasmania, the Tasmanian Adult Education service, and the Tasmanian Communities Online now operate as part of LINC.</p>

<p><details> Local libraries under LINC include Allport Library and Museum of Fine Arts, Bagdad Online Access Centre, Beaconsfield Library, Bicheno Library, Bothwell Library, Bracknell Online Access Centre, Bridgewater LINC, Bridport Library, Bruny Island Online Access Centre, Burnie LINC, Campbell Town Library, Cape Barren Island Library, Currie Library, Cygnet Library, Deloraine Library, Derby Online Access Centre, Derwent Valley Online Access Centre, Devonport LINC, Dover Online Access Centre, Exeter Library, Fingal Online Access Centre, Geeveston Library, George Town Community Hub, Glenora Online Access Centre, Glenorchy LINC, Hobart LINC, Hobart Reading Room, Huon LINC, King Island Online Access Centre, Kingston LINC, Latrobe Library, Launceston LINC, Lilydale Library, Longford Library, Mole Creek Online Access Centre, New Norfolk Library, Oatlands Library, Orford Library, Ouse Online Access Centre, Penguin Library, Queenstown - see West Coast, Ravenswood Library, Richmond Online Access Centre, Ringarooma Library, Rosebery Library, Rosny LINC, Scottsdale LINC, Sheffield Library, Smithton Library, Sorell Library, Spring Bay Online Access Centre, St Helens Library, St Marys Library, Strahan Library, Swansea Library, Tasman Library, Tullah Online Access Centre, Ulverstone Library, Westbury Library, West Coast Community Hub, Whitemark Library, Wilmot Online Access Centre, Woodbridge Online Access Centre, Wynyard Library, and Zeehan Library.</p></details>",2016-09-15 15:45:24 +1000,2017-04-03 22:19:53 +1000,2
Local Government Association Tasmania,"",local_government_association_tasmania,TAS_state TAS,http://www.lgat.tas.gov.au,"","","The Local Government Association of Tasmania (LGAT) is the voice of Local Government to other governments, interested stakeholders and the wider community. LGAT works to protect the interests and rights of councils, to promote the efficient operation of Local Government and to foster strategic and beneficial relationships.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,2
Macquarie Point Development Corporation,"",macquarie_point_development_corporation,TAS TAS_state,http://macquariepoint.com/,"","",The Macquarie Point Development Corporation has been established via the Macquarie Point Development Corporation Act 2012 (received Royal Assent November 2012) to oversee the management and redevelopment of the Macquarie Point site.,2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,1
Marine and Safety Tasmania,"",marine_and_safety_tasmania,TAS TAS_state,http://www.mast.tas.gov.au,"","","The Marine and Safety Authority was established to carry out the following general functions: to ensure the safe operation of vessels; to provide and manage marine facilities; and to manage environmental issues relating to vessels. The Authority has jurisdiction in and over - the waters of all inland lakes, rivers and streams; coastal waters; any vessel; and any marine facility under the control of the Authority.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,1
Metro Tasmania Pty Ltd,"",metro_tasmania_pty_ltd,TAS TAS_state,http://www.metrotas.com.au,"","","Metro Tasmania Pty Ltd is a state owned company established in February 1998. The company trades as Metro and operates bus services in Hobart, Launceston and Burnie. Metro is the largest passenger transport company in Tasmania.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,1
Tasmanian Office of Racing Integrity,"",tasmanian_office_of_racing_integrity,TAS_state TAS,http://www.racing.tas.gov.au/,"","",Includes the Racing Services Tasmania.,2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,2
Office of the Governor of Tasmania,"",office_of_the_governor_of_tasmania,TAS TAS_state,http://www.govhouse.tas.gov.au/,"","","The Governor is the Queen's representative in the State of Tasmania and is authorised by the Australia Act 1986, s7 to exercise all the powers of the Queen (except the power to appoint a Governor) although Her Majesty is not precluded from exercising any of her powers while she is actually in Tasmania.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,1
Office of the Tasmanian Economic Regulator,"",office_of_the_tasmanian_economic_regulator,TAS TAS_state,http://www.economicregulator.tas.gov.au/,"","","The independent Tasmanian Economic Regulator is responsible for regulatory activities in respect of the electricity industry, the gas industry, the water and sewerage industry, and a range of prices oversight issues.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,1
Orthotic Prosthetic Service Tasmania,"",orthotic_prosthetic_service_tasmania,TAS TAS_state,http://www.dhhs.tas.gov.au/service_information/services_files/RHH/treatments_and_services/orthotic_and_prosthetic_service,"","","Orthotic Prosthetic Services Tasmania (OPST) is a state-wide service with facilities in Burnie, Hobart (94 Davey St) and Launceston. OPST plays a role in the treatment and rehabilitation of clients through the provision of orthotic, prosthetic and specialised seating services.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:30 +1000,1
Parliament of Tasmania,"",parliament_of_tasmania,TAS TAS_state,http://www.parliament.tas.gov.au,"","",State Parliament,2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Parole Board of Tasmania,"",parole_board_of_tasmania,TAS TAS_state,http://www.justice.tas.gov.au/paroleboard,"","","The Parole Board of Tasmania has the authority to grant parole, defer making a decision on whether a prisoner should be released on a parole order, and refuse to release a prisoner on a parole order.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Port Arthur Historic Site Management Authority,"",port_arthur_historic_site_management_authority,TAS TAS_state,http://www.portarthur.org.au/,"","","Since its creation in 1987, the Port Arthur Historic Site Management Authority PAHSMA has been responsible for preserving and maintaining one of Australia’s most important heritage sites and major tourism destinations, the Port Arthur Historic Site on the Tasman Peninsula, approximately 100km south east of Hobart, Tasmania. In 2004 the Authority was also given responsibility for the Coal Mines Historic Site, located near Saltwater River, about a half hour drive from Port Arthur on the Tasman Peninsula. During 2011, the Authority was also given management responsibility for Cascades Female Factory Historic Site, in South Hobart.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Private Forests Tasmania,"",private_forests_tasmania,TAS TAS_state,http://www.pft.tas.gov.au/,"","",Private Forests Tasmania was established in 1994 as a statutory authority under the Private Forests Act (1994).,2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Public Trustee (Tasmania),"",public_trustee_tasmania,TAS TAS_state,http://www.publictrustee.tas.gov.au,"","",The Public Trustee was originally established in 1915 to act on behalf of the Tasmanian people as an independent and impartial organisation under the Government Business Enterprises Act 1995. The Public Trustee prepares Wills and Enduring Power of Attorney; Acts as Executor; Acts as Administrator when a person dies without a Will; Acts as Attorney when appointed by an Enduring Power of Attorney; Acts as Trustee for various types of trusts including accident compensation awards; Assists people to manage their financial affairs when the Public Trustee has been appointed as Administrator by the Guardianship and Administration Board.,2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Royal Tasmanian Botanical Gardens,"",royal_tasmanian_botanical_gardens,TAS TAS_state,http://www.rtbg.tas.gov.au,"","","The Royal Tasmanian Botanical Gardens is responsible for managing Tasmania's botanical heritage. The 14-hectare Gardens, established in 1818, provides an important botanical, horticultural, cultural and interpretation resource.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Schools Registration Board of Tasmania,"",schools_registration_board_of_tasmania,TAS TAS_state,https://initiatives.education.tas.edu.au/srb/SitePages/Home.aspx,"","",The Schools Registration Board was established under the Education Act 1994 (the Act) to ensure that non-government schools comply with standards for education approved by the Minister for Education. The Act requires that all non-government schools operating in Tasmania must be registered by the Schools Registration Board.,2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Screen Tasmania,"",screen_tasmania,TAS TAS_state,http://www.screen.tas.gov.au/,"","","Screen Tasmania is the State Government agency responsible for supporting and developing the state's film, television and multimedia industries by increasing the amount of independent screen production occurring in Tasmania.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Service Tasmania,"",service_tasmania,TAS TAS_state,http://www.service.tas.gov.au,"","","Executive support to the Service Tasmania Board and development of Service Tasmania services for delivery by Lead Agencies responsible for shops, phone services and Service Tasmania Online.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Skills Tasmania,"",skills_tasmania,TAS TAS_state,http://www.skills.tas.gov.au,"","","",2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Supreme Court of Tasmania,"",supreme_court_of_tasmania,TAS TAS_state,http://www.supremecourt.tas.gov.au,"","","The Supreme Court is the highest court in the State and has unlimited jurisdiction, subject to Commonwealth and State statutory exceptions, in criminal and civil matters.",2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
TasALERT,"",tasalert,TAS TAS_state,http://www.alert.tas.gov.au/,"","",TasALERT is Tasmania’s official emergency information service. It is administered by the Tasmanian Government Department of Premier and Cabinet.,2016-09-15 15:45:24 +1000,2017-09-07 04:56:50 +1000,1
TasBuild Limited,"",tasbuild_limited,TAS TAS_state,http://tasbuild.com.au/,"","",TasBuild is responsible for providing long service benefits to workers in the construction industry and ensuring that both employee entitlements are protected and a level playing field for employers in Tasmania is maintained.,2016-09-15 15:45:24 +1000,2016-09-16 04:56:31 +1000,1
Tasmania Fire Service,"",tasmania_fire_service,TAS TAS_state,http://www.fire.tas.gov.au/,"","","The Tasmania Fire Service, the operational arm of the State Fire Commission, was created in 1979 through the amalgamation of the State Fire Authority, the Rural Fires Board and 22 urban fire brigade boards. It handles emergency response, emergency call handling and dispatch, fire investigation, training, community fire education, building safety, fire equipment sales and service, building and maintaining Tasmania Fire Service vehicles, maintaining a State-wide communications network, and fire alarm monitoring. The State Fire Commission is the peak governing and policy group for the Tasmania Fire Service.",2016-09-15 15:45:24 +1000,2017-01-06 21:36:13 +1100,1
Tasmania Police,"",tasmania_police,TAS TAS_state,http://www.police.tas.gov.au,"","","The Department of Police and Emergency Management comprises Tasmania Police, the State Emergency Service, Forensic Science Service Tasmania, and the Tasmania Fire Service. <strong>Do not request personal information using this site.</strong> <a href=""https://www.righttoknow.org.au/help/requesting#data_protection"">Why?</a>",2016-09-15 15:45:24 +1000,2018-04-26 09:42:59 +1000,1
